======================================================================
         RELATÓRIO DE REORDENAÇÃO DE HREFLANG (SEO INTERNACIONAL)     
======================================================================

Total de arquivos com ordem corrigida: 1331
Total de arquivos já corretos/intactos: 201

Detalhamento por arquivo modificado:
----------------------------------------------------------------------
[REORDENADO] .\geradordir.html | Nova ordem: pt-br, x-default
[REORDENADO] nl\aldrete.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\apache.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\apgar.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\asa.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\balancohidrico.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\ballard.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\barthel.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\berg.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\bishop.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\bps.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\braden.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\calculadoravacina.html | Nova ordem: nl, pt-br, pl, sv, vi, uk, x-default
[REORDENADO] nl\cam.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\capurro.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\cincinnati.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\cornell.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\cries.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\curb-65.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\diagnosticosnanda.html | Nova ordem: nl, pt-br, en, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\downes.html | Nova ordem: nl, pt-br, en, es, fr, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\downton.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\elpo.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\escalanumerica.html | Nova ordem: nl, pt-br, es, fr, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\fale.html | Nova ordem: nl, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\fast.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\flacc.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\four.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\fugulin.html | Nova ordem: nl, pt-br, en, es, fr, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\gds.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\gestacional.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\glasgow.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\gosnell.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\gotejamento.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\hamilton.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\humpty.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\imc.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\impactodigital.html | Nova ordem: nl, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\index.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\johns.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\jouvet.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\katz.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\lachs.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\lanss.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\lawton.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\lista-de-doencas-de-notificacao-compulsoria.html | Nova ordem: nl, pt-br, pl, sv, vi, uk, x-default
[REORDENADO] nl\manchester.html | Nova ordem: nl, pt-br, es, fr, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\mapa-do-site.html | Nova ordem: nl, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\medicamentos.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\meem.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\meows.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\missao.html | Nova ordem: nl, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\morse.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\news.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\nihss.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\nips.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\norton.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\nossocompromisso.html | Nova ordem: nl, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\objetivo.html | Nova ordem: nl, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\ofras.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\painad.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\pelod.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\perroca.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\pews.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\politica.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\politicadeacessibilidade.html | Nova ordem: nl, pt-br, en, es, fr, de, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\prism.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\qsofa.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\ramsay.html | Nova ordem: nl, pt-br, es, ja, zh, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\rancholosamigos.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\richmond.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\saps.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\silverman.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\sinan.html | Nova ordem: nl, pt-br, pl, sv, vi, uk, x-default
[REORDENADO] nl\sofa.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\tecnologiaverde.html | Nova ordem: nl, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\termos.html | Nova ordem: nl, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\tinetti.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\vagasdeemprego.html | Nova ordem: nl, pt-br, pl, sv, vi, uk, x-default
[REORDENADO] nl\waterlow.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] nl\zarit.html | Nova ordem: nl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, pl, sv, id, vi, uk, x-default
[REORDENADO] pl\5-hs-da-paradacardiorespiratoria.html | Nova ordem: pl, pt-br, nl, sv, vi, uk, x-default
[REORDENADO] pl\aldrete.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\apache.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\apgar.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\asa.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\balancohidrico.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\ballard.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\barthel.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\berg.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\bishop.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\bps.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\braden.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\calculadoravacina.html | Nova ordem: pl, pt-br, nl, sv, vi, uk, x-default
[REORDENADO] pl\cam.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\capurro.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\cincinnati.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\cornell.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\cries.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\curb-65.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\diagnosticosnanda.html | Nova ordem: pl, pt-br, en, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\downes.html | Nova ordem: pl, pt-br, en, es, fr, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\downton.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\elpo.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\escalanumerica.html | Nova ordem: pl, pt-br, es, fr, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\fale.html | Nova ordem: pl, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\fast.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\flacc.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\four.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\fugulin.html | Nova ordem: pl, pt-br, en, es, fr, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\gds.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\gestacional.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\glasgow.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\gosnell.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\gotejamento.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\hamilton.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\humpty.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\imc.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\impactodigital.html | Nova ordem: pl, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\index.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\johns.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\jouvet.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\katz.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\lachs.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\lanss.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\lawton.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\lista-de-doencas-de-notificacao-compulsoria.html | Nova ordem: pl, pt-br, nl, sv, vi, uk, x-default
[REORDENADO] pl\manchester.html | Nova ordem: pl, pt-br, es, fr, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\mapa-do-site.html | Nova ordem: pl, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\medicamentos.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\meem.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\meows.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\missao.html | Nova ordem: pl, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\morse.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\news.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\nihss.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\nips.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\norton.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\nossocompromisso.html | Nova ordem: pl, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\objetivo.html | Nova ordem: pl, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\ofras.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\painad.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\pelod.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\perroca.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\pews.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\politica.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\politicadeacessibilidade.html | Nova ordem: pl, pt-br, en, es, fr, de, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\prism.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\qsofa.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\ramsay.html | Nova ordem: pl, pt-br, es, ja, zh, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\rancholosamigos.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\richmond.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\saps.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\silverman.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\sinan.html | Nova ordem: pl, pt-br, nl, sv, vi, uk, x-default
[REORDENADO] pl\sofa.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\tecnologiaverde.html | Nova ordem: pl, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\termos.html | Nova ordem: pl, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\tinetti.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\vagasdeemprego.html | Nova ordem: pl, pt-br, nl, sv, vi, uk, x-default
[REORDENADO] pl\waterlow.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] pl\zarit.html | Nova ordem: pl, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, sv, id, vi, uk, x-default
[REORDENADO] sv\5-hs-da-paradacardiorespiratoria.html | Nova ordem: sv, pt-br, nl, pl, vi, uk, x-default
[REORDENADO] sv\aldrete.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\apache.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\apgar.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\asa.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\balancohidrico.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\ballard.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\barthel.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\berg.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\bishop.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\bps.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\braden.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
